method,tick,sample_id,label,class_sample_index,same_mean,different_mean,same_minus_different
edge_cosine,5,class505-coffeepot-sample04-src05824,505,4,0.16814835691517926,0.09556551850831867,0.0725828384068606
edge_cosine,5,class817-sports_car-sample00-src00019,817,0,0.35703868511415077,0.10451136422652885,0.2525273208876219
edge_cosine,5,class817-sports_car-sample01-src00787,817,1,0.27035016133797035,0.1650536783810054,0.10529648295696495
edge_cosine,5,class817-sports_car-sample02-src02853,817,2,0.28438607331185084,0.06784382441369823,0.2165422488981526
edge_cosine,5,class817-sports_car-sample03-src04513,817,3,0.30271163879209206,0.1189137272854128,0.18379791150667926
edge_cosine,5,class817-sports_car-sample04-src04549,817,4,0.24814853843853027,0.13138858563937636,0.11675995279915391
edge_cosine,5,class980-volcano-sample00-src00002,980,0,0.2545824370672694,0.1231651373458547,0.1314172997214147
edge_cosine,5,class980-volcano-sample01-src00863,980,1,0.28478465582374707,0.12025498878620569,0.16452966703754138
edge_cosine,5,class980-volcano-sample02-src01265,980,2,0.2881731153827267,0.15155642638348485,0.13661668899924187
edge_cosine,5,class980-volcano-sample03-src01422,980,3,0.34791076694978673,0.12751609416387458,0.22039467278591215
edge_cosine,5,class980-volcano-sample04-src01813,980,4,0.3294557305778639,0.12032783837897018,0.20912789219889374
degree_strength_cosine,5,class091-coucal-sample00-src00000,91,0,0.6333898036354378,0.36279568609513263,0.2705941175403052
degree_strength_cosine,5,class091-coucal-sample01-src00316,91,1,0.5266589372713134,0.46256185750531625,0.06409707976599716
degree_strength_cosine,5,class091-coucal-sample02-src01583,91,2,0.6037911530299461,0.34442825570801516,0.25936289732193096
degree_strength_cosine,5,class091-coucal-sample03-src01629,91,3,0.5869548778097692,0.3944236878874322,0.19253118992233698
degree_strength_cosine,5,class091-coucal-sample04-src03448,91,4,0.6749681090434103,0.44103133094421104,0.23393677809919927
degree_strength_cosine,5,class171-Italian_greyhound-sample00-src00001,171,0,0.4684398488621787,0.4475063359416042,0.020933512920574493
degree_strength_cosine,5,class171-Italian_greyhound-sample01-src02164,171,1,0.44660067722225316,0.24712010895850206,0.1994805682637511
degree_strength_cosine,5,class171-Italian_greyhound-sample02-src02599,171,2,0.5678182950315508,0.27610145382491513,0.29171684120663566
degree_strength_cosine,5,class171-Italian_greyhound-sample03-src02775,171,3,0.4760630561590038,0.21726667898089502,0.25879637717810877
degree_strength_cosine,5,class171-Italian_greyhound-sample04-src03793,171,4,0.404544675571923,0.4828741268989236,-0.07832945132700064
degree_strength_cosine,5,class505-coffeepot-sample00-src00013,505,0,0.5877580878756463,0.34361715257404757,0.24414093530159875
degree_strength_cosine,5,class505-coffeepot-sample01-src01487,505,1,0.5400420879147861,0.22866753121000408,0.3113745567047821
degree_strength_cosine,5,class505-coffeepot-sample02-src02782,505,2,0.5724622530550976,0.3141228283076643,0.25833942474743327
degree_strength_cosine,5,class505-coffeepot-sample03-src05563,505,3,0.5032514471730424,0.3581783591340329,0.14507308803900948
degree_strength_cosine,5,class505-coffeepot-sample04-src05824,505,4,0.28740102601015227,0.26122061444916544,0.026180411560986827
degree_strength_cosine,5,class817-sports_car-sample00-src00019,817,0,0.6887079262249645,0.39628616627600716,0.2924217599489573
degree_strength_cosine,5,class817-sports_car-sample01-src00787,817,1,0.6962880685126254,0.40888294406717174,0.28740512444545363
degree_strength_cosine,5,class817-sports_car-sample02-src02853,817,2,0.5688287012186138,0.27799392894110025,0.2908347722775136
degree_strength_cosine,5,class817-sports_car-sample03-src04513,817,3,0.6137378167801182,0.30575957836361145,0.30797823841650673
degree_strength_cosine,5,class817-sports_car-sample04-src04549,817,4,0.5670557968278891,0.3586862272447626,0.20836956958312647
degree_strength_cosine,5,class980-volcano-sample00-src00002,980,0,0.5814513001530289,0.3904656922553348,0.19098560789769414
degree_strength_cosine,5,class980-volcano-sample01-src00863,980,1,0.7096736791532547,0.33722750525084977,0.372446173902405
degree_strength_cosine,5,class980-volcano-sample02-src01265,980,2,0.6811972947810085,0.46077971201255175,0.2204175827684568
degree_strength_cosine,5,class980-volcano-sample03-src01422,980,3,0.7316061071403636,0.3805719632649656,0.35103414387539794
degree_strength_cosine,5,class980-volcano-sample04-src01813,980,4,0.7465044622612486,0.38850649269551785,0.3579979695657307
spectral_similarity,5,class091-coucal-sample00-src00000,91,0,0.8959221454737688,0.8494801332041438,0.046442012269624966
spectral_similarity,5,class091-coucal-sample01-src00316,91,1,0.8422244471448604,0.8522498829861469,-0.010025435841286456
spectral_similarity,5,class091-coucal-sample02-src01583,91,2,0.8779108540246887,0.8466419922569669,0.03126886176772181
spectral_similarity,5,class091-coucal-sample03-src01629,91,3,0.8751436400696896,0.863941809800642,0.011201830269047641
spectral_similarity,5,class091-coucal-sample04-src03448,91,4,0.8842129642576075,0.8508583502453734,0.03335461401223416
spectral_similarity,5,class171-Italian_greyhound-sample00-src00001,171,0,0.7342166230490491,0.8499529888429933,-0.1157363657939442
spectral_similarity,5,class171-Italian_greyhound-sample01-src02164,171,1,0.8313359528421576,0.8419509996083286,-0.010615046766171088
spectral_similarity,5,class171-Italian_greyhound-sample02-src02599,171,2,0.8251021797105498,0.8174748468521056,0.007627332858444191
spectral_similarity,5,class171-Italian_greyhound-sample03-src02775,171,3,0.7173671995044788,0.6834258472362115,0.03394135226826733
spectral_similarity,5,class171-Italian_greyhound-sample04-src03793,171,4,0.8108365272994462,0.891981993373674,-0.08114546607422779
spectral_similarity,5,class505-coffeepot-sample00-src00013,505,0,0.8174734844522544,0.8691901879749848,-0.05171670352273039
spectral_similarity,5,class505-coffeepot-sample01-src01487,505,1,0.8847725212358994,0.8613844394439576,0.02338808179194185
spectral_similarity,5,class505-coffeepot-sample02-src02782,505,2,0.8928457705094993,0.8646413567390114,0.02820441377048788
spectral_similarity,5,class505-coffeepot-sample03-src05563,505,3,0.776964487042278,0.7727583493398577,0.004206137702420398
spectral_similarity,5,class505-coffeepot-sample04-src05824,505,4,0.8895619282880025,0.8687871005220762,0.020774827765926318
spectral_similarity,5,class817-sports_car-sample00-src00019,817,0,0.8174779400145389,0.8683279153003122,-0.050849975285773286
spectral_similarity,5,class817-sports_car-sample01-src00787,817,1,0.8601059505084467,0.8281761310764025,0.031929819432044204
spectral_similarity,5,class817-sports_car-sample02-src02853,817,2,0.8457726674872582,0.8723496618199764,-0.026576994332718207
spectral_similarity,5,class817-sports_car-sample03-src04513,817,3,0.867699153077361,0.8608975156127713,0.006801637464589727
spectral_similarity,5,class817-sports_car-sample04-src04549,817,4,0.8325964641186385,0.8020503098158441,0.030546154302794393
spectral_similarity,5,class980-volcano-sample00-src00002,980,0,0.8752864885182627,0.8783480996400428,-0.00306161112178005
spectral_similarity,5,class980-volcano-sample01-src00863,980,1,0.8315378111416647,0.8185405493781583,0.012997261763506351
spectral_similarity,5,class980-volcano-sample02-src01265,980,2,0.7910586232792879,0.8326001242133876,-0.041541500934099695
spectral_similarity,5,class980-volcano-sample03-src01422,980,3,0.8874621711798214,0.8650576114186901,0.022404559761131315
spectral_similarity,5,class980-volcano-sample04-src01813,980,4,0.8925461251801271,0.8708476814399019,0.021698443740225226
